File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Restricted	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF446JGK	fastq	reads	ENCSR359VJC	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HOXB4-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF883BWZ		2419618345	Michael Snyder, Stanford	d332321c737dc7674888b476ce79ed2f		https://www.encodeproject.org/files/ENCFF446JGK/@@download/ENCFF446JGK.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF320RNF	fastq	reads	ENCSR359VJC	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HOXB4-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF779EXF		2090089654	Michael Snyder, Stanford	53449d6cb48a7daf65806907e9fa44f4		https://www.encodeproject.org/files/ENCFF320RNF/@@download/ENCFF320RNF.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF883BWZ	fastq	reads	ENCSR359VJC	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HOXB4-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF446JGK		2213079534	Michael Snyder, Stanford	f9d17c3574246617dcee521bb430ef68		https://www.encodeproject.org/files/ENCFF883BWZ/@@download/ENCFF883BWZ.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF210GYE	fastq	reads	ENCSR299HUJ	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NRF1-human	RNA					False	2017-11-20	ENCODE				3	1	101		paired-ended	2	ENCFF337RYW		2244651481	Michael Snyder, Stanford	bb0ff166116cce115a2058dc84835ab2		https://www.encodeproject.org/files/ENCFF210GYE/@@download/ENCFF210GYE.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF227DQJ	fastq	reads	ENCSR299HUJ	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NRF1-human	RNA					False	2017-11-20	ENCODE				4	1	101		paired-ended	1	ENCFF684IOV		3087925121	Michael Snyder, Stanford	34dd20cb202d69f223a0eee10c003237		https://www.encodeproject.org/files/ENCFF227DQJ/@@download/ENCFF227DQJ.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF684IOV	fastq	reads	ENCSR299HUJ	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NRF1-human	RNA					False	2017-11-20	ENCODE				4	1	101		paired-ended	2	ENCFF227DQJ		3532816170	Michael Snyder, Stanford	3e35cb4183e80cb6665caf5e231d64d2		https://www.encodeproject.org/files/ENCFF684IOV/@@download/ENCFF684IOV.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF337RYW	fastq	reads	ENCSR299HUJ	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NRF1-human	RNA					False	2017-11-20	ENCODE				3	1	101		paired-ended	1	ENCFF210GYE		1940105196	Michael Snyder, Stanford	9ccc2b0896192ca4ce468e8c455f53f9		https://www.encodeproject.org/files/ENCFF337RYW/@@download/ENCFF337RYW.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF662JSD	fastq	reads	ENCSR299HUJ	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NRF1-human	RNA					False	2017-11-20	ENCODE				1	1	101		paired-ended	1	ENCFF310ZWY		2200522121	Michael Snyder, Stanford	2164f768eabf4f77ecb0d35f25c3faf6		https://www.encodeproject.org/files/ENCFF662JSD/@@download/ENCFF662JSD.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF310ZWY	fastq	reads	ENCSR299HUJ	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				NRF1-human	RNA					False	2017-11-20	ENCODE				1	1	101		paired-ended	2	ENCFF662JSD		2669421550	Michael Snyder, Stanford	758eb2b1abfa89442556a286794ffd4c		https://www.encodeproject.org/files/ENCFF310ZWY/@@download/ENCFF310ZWY.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF875NDX	fastq	reads	ENCSR942XXL	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HMBOX1-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF839WVN		2206174434	Michael Snyder, Stanford	66a25764591581e6a1c88d9514135a64		https://www.encodeproject.org/files/ENCFF875NDX/@@download/ENCFF875NDX.fastq.gz		Illumina HiSeq 4000	/files/ENCFF297OZN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF208EHU	fastq	reads	ENCSR942XXL	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HMBOX1-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF070CZB		2651551848	Michael Snyder, Stanford	a76b4b46a2ed76486416c5d035513e0c		https://www.encodeproject.org/files/ENCFF208EHU/@@download/ENCFF208EHU.fastq.gz		Illumina HiSeq 4000	/files/ENCFF883YZS/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF839WVN	fastq	reads	ENCSR942XXL	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HMBOX1-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF875NDX		2660788517	Michael Snyder, Stanford	bfc6ca02be1a21f3e3efa7be80c6906b		https://www.encodeproject.org/files/ENCFF839WVN/@@download/ENCFF839WVN.fastq.gz		Illumina HiSeq 4000	/files/ENCFF568AEP/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF070CZB	fastq	reads	ENCSR942XXL	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HMBOX1-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF208EHU		3218649846	Michael Snyder, Stanford	0d111d7cca78eeaf72197dce729e86a5		https://www.encodeproject.org/files/ENCFF070CZB/@@download/ENCFF070CZB.fastq.gz		Illumina HiSeq 4000	/files/ENCFF586CLX/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF319JXL	fastq	reads	ENCSR552HTC	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				TFDP1-human	RNA					False	2017-11-20	ENCODE				2	1	151		paired-ended	1	ENCFF877IJV		5998678444	Michael Snyder, Stanford	d824ab776b823b02b51bb5e511ceaba5		https://www.encodeproject.org/files/ENCFF319JXL/@@download/ENCFF319JXL.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF950DEP	fastq	reads	ENCSR552HTC	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				TFDP1-human	RNA					False	2017-11-20	ENCODE				1	1	151		paired-ended	1	ENCFF135TCS		5637950664	Michael Snyder, Stanford	ef156195e002994d1aef1aec73968b59		https://www.encodeproject.org/files/ENCFF950DEP/@@download/ENCFF950DEP.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF135TCS	fastq	reads	ENCSR552HTC	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				TFDP1-human	RNA					False	2017-11-20	ENCODE				1	1	151		paired-ended	2	ENCFF950DEP		6230350492	Michael Snyder, Stanford	0a71409db045fb7f2d5899aa8b9298b0		https://www.encodeproject.org/files/ENCFF135TCS/@@download/ENCFF135TCS.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF877IJV	fastq	reads	ENCSR552HTC	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				TFDP1-human	RNA					False	2017-11-20	ENCODE				2	1	151		paired-ended	2	ENCFF319JXL		6742125346	Michael Snyder, Stanford	691e86c7711f7bb5ec656413ae9defdc		https://www.encodeproject.org/files/ENCFF877IJV/@@download/ENCFF877IJV.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF825JMU	fastq	reads	ENCSR011GAO	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HMGN1-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF916AAQ		2036950885	Michael Snyder, Stanford	a72d47a859ef198458054d27468073cc		https://www.encodeproject.org/files/ENCFF825JMU/@@download/ENCFF825JMU.fastq.gz		Illumina HiSeq 4000	/files/ENCFF297OZN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF901YXN	fastq	reads	ENCSR011GAO	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HMGN1-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF686QDI		2646594704	Michael Snyder, Stanford	afaf1de117fa35d5ec1c700671d8c1f8		https://www.encodeproject.org/files/ENCFF901YXN/@@download/ENCFF901YXN.fastq.gz		Illumina HiSeq 4000	/files/ENCFF883YZS/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF916AAQ	fastq	reads	ENCSR011GAO	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HMGN1-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF825JMU		2423061733	Michael Snyder, Stanford	848b6f8b951308897d170b25a6a016a4		https://www.encodeproject.org/files/ENCFF916AAQ/@@download/ENCFF916AAQ.fastq.gz		Illumina HiSeq 4000	/files/ENCFF568AEP/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF686QDI	fastq	reads	ENCSR011GAO	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				HMGN1-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF901YXN		3217640560	Michael Snyder, Stanford	301b8192fcbd5d4ae0716e382c10742e		https://www.encodeproject.org/files/ENCFF686QDI/@@download/ENCFF686QDI.fastq.gz		Illumina HiSeq 4000	/files/ENCFF586CLX/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF328DWW	fastq	reads	ENCSR223QTD	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				ZBTB33-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF398TAG		2656903596	Michael Snyder, Stanford	0dd2363a35bee3a60e73c22bf78094a9		https://www.encodeproject.org/files/ENCFF328DWW/@@download/ENCFF328DWW.fastq.gz		Illumina HiSeq 4000	/files/ENCFF568AEP/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF363SIV	fastq	reads	ENCSR223QTD	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				ZBTB33-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF781OSI		2210284968	Michael Snyder, Stanford	283a24ce8c43ab68616580960aa58121		https://www.encodeproject.org/files/ENCFF363SIV/@@download/ENCFF363SIV.fastq.gz		Illumina HiSeq 4000	/files/ENCFF883YZS/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF398TAG	fastq	reads	ENCSR223QTD	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				ZBTB33-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF328DWW		2271888041	Michael Snyder, Stanford	8c5f5cadc674e3640934d408cc2d2f62		https://www.encodeproject.org/files/ENCFF398TAG/@@download/ENCFF398TAG.fastq.gz		Illumina HiSeq 4000	/files/ENCFF297OZN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF781OSI	fastq	reads	ENCSR223QTD	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				ZBTB33-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF363SIV		2676590176	Michael Snyder, Stanford	936010c7dfc2e128a601b0c387f757e5		https://www.encodeproject.org/files/ENCFF781OSI/@@download/ENCFF781OSI.fastq.gz		Illumina HiSeq 4000	/files/ENCFF586CLX/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF015WVE	fastq	reads	ENCSR761AQZ	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				Non-specific target control-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF791QAD		3268991598	Michael Snyder, Stanford	2484af90f1ae10ded54e15f3dd2263eb		https://www.encodeproject.org/files/ENCFF015WVE/@@download/ENCFF015WVE.fastq.gz		Illumina HiSeq 4000		released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF791QAD	fastq	reads	ENCSR761AQZ	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				Non-specific target control-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF015WVE		3918425559	Michael Snyder, Stanford	a79a2c72c3821d25403b18c550f9fa45		https://www.encodeproject.org/files/ENCFF791QAD/@@download/ENCFF791QAD.fastq.gz		Illumina HiSeq 4000		released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF777KJK	fastq	reads	ENCSR761AQZ	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				Non-specific target control-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF690OMV		3089286583	Michael Snyder, Stanford	7b224cb3970e3d49d0523b21a664d215		https://www.encodeproject.org/files/ENCFF777KJK/@@download/ENCFF777KJK.fastq.gz		Illumina HiSeq 4000		released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF690OMV	fastq	reads	ENCSR761AQZ	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				Non-specific target control-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF777KJK		3660424131	Michael Snyder, Stanford	001d57af33a86a1dee58b66c206cc115		https://www.encodeproject.org/files/ENCFF690OMV/@@download/ENCFF690OMV.fastq.gz		Illumina HiSeq 4000		released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF112FMQ	fastq	reads	ENCSR095PIC	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				Non-specific target control-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF436EDN		1632076877	Michael Snyder, Stanford	de5b6ccaa935f13267a11fb778cbb5fb		https://www.encodeproject.org/files/ENCFF112FMQ/@@download/ENCFF112FMQ.fastq.gz		Illumina HiSeq 4000		released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF436EDN	fastq	reads	ENCSR095PIC	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				Non-specific target control-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF112FMQ		1983419213	Michael Snyder, Stanford	b01bbe8b75471638675fc7c93afeb4a0		https://www.encodeproject.org/files/ENCFF436EDN/@@download/ENCFF436EDN.fastq.gz		Illumina HiSeq 4000		released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF615EBT	fastq	reads	ENCSR095PIC	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				Non-specific target control-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF692YJK		2316605986	Michael Snyder, Stanford	716a73636241e615b9c5a295c1739ae4		https://www.encodeproject.org/files/ENCFF615EBT/@@download/ENCFF615EBT.fastq.gz		Illumina HiSeq 4000		released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF692YJK	fastq	reads	ENCSR095PIC	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				Non-specific target control-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF615EBT		2725967313	Michael Snyder, Stanford	4a00d783249b9480a9d16b6436ede69d		https://www.encodeproject.org/files/ENCFF692YJK/@@download/ENCFF692YJK.fastq.gz		Illumina HiSeq 4000		released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF465UVZ	fastq	reads	ENCSR733ROU	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				MAF1-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF941HTF		2941074654	Michael Snyder, Stanford	a68164bd16d7b9cdcd8775ef725e9957		https://www.encodeproject.org/files/ENCFF465UVZ/@@download/ENCFF465UVZ.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF202ACI	fastq	reads	ENCSR733ROU	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				MAF1-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF546MXE		2282914353	Michael Snyder, Stanford	6687d467f4ebf2dca576ef301fae59a1		https://www.encodeproject.org/files/ENCFF202ACI/@@download/ENCFF202ACI.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF546MXE	fastq	reads	ENCSR733ROU	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				MAF1-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF202ACI		2402324535	Michael Snyder, Stanford	f17fa681ba3054e264f2c0d5678351cb		https://www.encodeproject.org/files/ENCFF546MXE/@@download/ENCFF546MXE.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF941HTF	fastq	reads	ENCSR733ROU	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				MAF1-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF465UVZ		3107098088	Michael Snyder, Stanford	a98c45b523268cdffdaca79564797faf		https://www.encodeproject.org/files/ENCFF941HTF/@@download/ENCFF941HTF.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF884JQI	fastq	reads	ENCSR905SEH	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				MITF-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF705SAM		1857716384	Michael Snyder, Stanford	8328f25611740835e0cef7a4a67786f0		https://www.encodeproject.org/files/ENCFF884JQI/@@download/ENCFF884JQI.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF216MFX	fastq	reads	ENCSR905SEH	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				MITF-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF199TSC		2137259403	Michael Snyder, Stanford	cc4b982b94a9e8473628e0504b9347ef		https://www.encodeproject.org/files/ENCFF216MFX/@@download/ENCFF216MFX.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF199TSC	fastq	reads	ENCSR905SEH	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				MITF-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF216MFX		2249585118	Michael Snyder, Stanford	ed6830bff18ca410270ea5aea876e265		https://www.encodeproject.org/files/ENCFF199TSC/@@download/ENCFF199TSC.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF705SAM	fastq	reads	ENCSR905SEH	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				MITF-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF884JQI		2079389636	Michael Snyder, Stanford	f961f83a685831f2973525ddd80c1241		https://www.encodeproject.org/files/ENCFF705SAM/@@download/ENCFF705SAM.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF797QWD	fastq	reads	ENCSR731XIE	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				TARDBP-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF108RDO		3023750104	Michael Snyder, Stanford	da78aaa1e6f29ddef8a454566f884eb9		https://www.encodeproject.org/files/ENCFF797QWD/@@download/ENCFF797QWD.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF712WQN	fastq	reads	ENCSR731XIE	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				TARDBP-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF243AAB		2595622951	Michael Snyder, Stanford	b7f799a1f79c6c0baf914dc5331b2a3e		https://www.encodeproject.org/files/ENCFF712WQN/@@download/ENCFF712WQN.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF108RDO	fastq	reads	ENCSR731XIE	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				TARDBP-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF797QWD		2955992959	Michael Snyder, Stanford	79ee57b95959585b1a3f32a2aee12b33		https://www.encodeproject.org/files/ENCFF108RDO/@@download/ENCFF108RDO.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF243AAB	fastq	reads	ENCSR731XIE	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				TARDBP-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF712WQN		2347447624	Michael Snyder, Stanford	b4aced55f780a64990117597b13e09c1		https://www.encodeproject.org/files/ENCFF243AAB/@@download/ENCFF243AAB.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF934DPV	fastq	reads	ENCSR104JMN	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				MXD3-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	2	ENCFF031KUC		2823851425	Michael Snyder, Stanford	84baf26b39b6c75e8bc3c02e5ce613cd		https://www.encodeproject.org/files/ENCFF934DPV/@@download/ENCFF934DPV.fastq.gz		Illumina HiSeq 4000	/files/ENCFF692YJK/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF068MND	fastq	reads	ENCSR104JMN	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				MXD3-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	1	ENCFF785ZLX		2705568651	Michael Snyder, Stanford	25d03c7b28f57cb98f67a28c2095c33d		https://www.encodeproject.org/files/ENCFF068MND/@@download/ENCFF068MND.fastq.gz		Illumina HiSeq 4000	/files/ENCFF112FMQ/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF031KUC	fastq	reads	ENCSR104JMN	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				MXD3-human	RNA					False	2017-11-18	ENCODE				2	1	101		paired-ended	1	ENCFF934DPV		2422223467	Michael Snyder, Stanford	992aab341b4c67dd6a8eef35b942ed45		https://www.encodeproject.org/files/ENCFF031KUC/@@download/ENCFF031KUC.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF785ZLX	fastq	reads	ENCSR104JMN	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				MXD3-human	RNA					False	2017-11-18	ENCODE				1	1	101		paired-ended	2	ENCFF068MND		3256714619	Michael Snyder, Stanford	2e51afbe6583f2579f7e2d6f54032ad0		https://www.encodeproject.org/files/ENCFF785ZLX/@@download/ENCFF785ZLX.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF841IJR	fastq	reads	ENCSR235ZEI	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				RBBP7-human	RNA					False	2017-11-18	ENCODE				3	1	101		paired-ended	2	ENCFF752TTA		3152344845	Michael Snyder, Stanford	ac05b14231f075521022103475b5672b		https://www.encodeproject.org/files/ENCFF841IJR/@@download/ENCFF841IJR.fastq.gz		Illumina HiSeq 4000	/files/ENCFF436EDN/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
ENCFF401UKO	fastq	reads	ENCSR235ZEI	CRISPRi followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				RBBP7-human	RNA					False	2017-11-18	ENCODE				4	1	101		paired-ended	1	ENCFF484ATQ		2519475567	Michael Snyder, Stanford	c137a4fa06a768eaa7f4c29d0dc63a9d		https://www.encodeproject.org/files/ENCFF401UKO/@@download/ENCFF401UKO.fastq.gz		Illumina HiSeq 4000	/files/ENCFF615EBT/	released			experiment not submitted to GEO, inconsistent assay_term_name, missing RIN	missing spikeins	
